transaction_id,customer_id,product_id,quantity,timestamp
152,685,6,1,2024-12-08 18:09:20.384997
153,805,352,3,2024-12-08 18:09:20.384997
154,910,296,2,2024-12-08 18:09:20.384997
155,965,17,5,2024-12-08 18:09:20.384997
156,290,146,1,2024-12-08 18:09:20.384997
157,853,138,2,2024-12-08 18:09:20.384997
158,274,67,2,2024-12-08 18:09:20.384997
159,911,352,1,2024-12-08 18:09:20.384997
160,28,83,2,2024-12-08 18:09:20.384997
161,462,381,1,2024-12-08 18:09:20.384997
162,803,218,5,2024-12-08 18:09:20.384997
163,86,17,3,2024-12-09 18:09:20.384997
164,361,213,1,2024-12-09 18:09:20.384997
165,151,426,1,2024-12-09 18:09:20.384997
166,275,27,1,2024-12-09 18:09:20.384997
167,302,10,1,2024-12-09 18:09:20.384997
168,349,225,2,2024-12-09 18:09:20.384997
169,12,259,1,2024-12-09 18:09:20.384997
170,169,110,1,2024-12-09 18:09:20.384997
171,435,159,1,2024-12-09 18:09:20.384997
172,397,195,1,2024-12-09 18:09:20.384997
173,536,57,1,2024-12-09 18:09:20.384997
174,685,88,1,2024-12-09 18:09:20.384997
175,850,211,1,2024-12-09 18:09:20.384997
176,433,154,4,2024-12-09 18:09:20.384997
177,252,292,1,2024-12-09 18:09:20.384997
178,865,207,1,2024-12-09 18:09:20.384997
179,208,195,1,2024-12-09 18:09:20.384997
180,954,190,2,2024-12-09 18:09:20.384997
181,943,114,3,2024-12-09 18:09:20.384997
182,883,394,1,2024-12-09 18:09:20.384997
183,442,123,1,2024-12-09 18:09:20.384997
184,129,282,1,2024-12-09 18:09:20.384997
185,814,115,2,2024-12-09 18:09:20.384997
186,234,350,1,2024-12-09 18:09:20.384997
187,212,362,2,2024-12-09 18:09:20.384997
188,104,196,1,2024-12-09 18:09:20.384997
189,863,462,1,2024-12-09 18:09:20.384997
190,194,487,1,2024-12-09 18:09:20.384997
191,910,258,1,2024-12-09 18:09:20.384997
192,988,425,1,2024-12-09 18:09:20.384997
193,979,405,2,2024-12-09 18:09:20.384997
194,115,68,1,2024-12-09 18:09:20.384997
195,771,28,5,2024-12-09 18:09:20.384997
196,636,324,2,2024-12-09 18:09:20.384997
197,618,195,1,2024-12-09 18:09:20.384997
198,758,262,2,2024-12-09 18:09:20.384997
199,975,347,2,2024-12-09 18:09:20.384997
200,169,110,1,2024-12-09 18:09:20.384997
201,311,96,1,2024-12-09 18:09:20.384997
202,914,138,2,2024-12-09 18:09:20.384997
203,16,69,2,2024-12-09 18:09:20.384997
204,923,319,1,2024-12-09 18:09:20.384997
205,821,10,3,2024-12-09 18:09:20.384997
206,883,159,2,2024-12-09 18:09:20.384997
207,819,376,2,2024-12-09 18:09:20.384997
208,667,131,5,2024-12-09 18:09:20.384997
209,860,171,5,2024-12-09 18:09:20.384997
210,35,220,2,2024-12-09 18:09:20.384997
211,59,44,1,2024-12-09 18:09:20.384997
212,672,1,2,2024-12-09 18:09:20.384997
213,210,269,1,2024-12-09 18:09:20.384997
214,809,172,2,2024-12-09 18:09:20.384997
215,371,345,2,2024-12-09 18:09:20.384997
216,44,428,5,2024-12-09 18:09:20.384997
217,268,293,1,2024-12-09 18:09:20.384997
218,7,485,1,2024-12-09 18:09:20.384997
219,801,12,2,2024-12-09 18:09:20.384997
220,365,127,4,2024-12-09 18:09:20.384997
221,267,486,1,2024-12-10 18:09:20.384997
222,647,191,1,2024-12-10 18:09:20.384997
223,537,226,3,2024-12-10 18:09:20.384997
224,142,169,1,2024-12-10 18:09:20.384997
225,364,13,1,2024-12-10 18:09:20.384997
226,206,305,3,2024-12-10 18:09:20.384997
227,119,70,1,2024-12-10 18:09:20.384997
228,496,350,1,2024-12-10 18:09:20.384997
229,914,325,2,2024-12-10 18:09:20.384997
230,502,292,2,2024-12-10 18:09:20.384997
231,179,371,1,2024-12-10 18:09:20.384997
232,81,182,1,2024-12-10 18:09:20.384997
233,212,379,1,2024-12-10 18:09:20.384997
234,333,143,2,2024-12-10 18:09:20.384997
235,477,191,2,2024-12-10 18:09:20.384997
236,772,95,3,2024-12-10 18:09:20.384997
237,79,367,1,2024-12-10 18:09:20.384997
238,851,460,2,2024-12-10 18:09:20.384997
239,612,370,2,2024-12-10 18:09:20.384997
240,334,220,2,2024-12-10 18:09:20.384997
241,484,437,1,2024-12-10 18:09:20.384997
242,772,289,1,2024-12-10 18:09:20.384997
243,677,14,2,2024-12-10 18:09:20.384997
244,269,215,1,2024-12-10 18:09:20.384997
245,717,89,1,2024-12-10 18:09:20.384997
246,820,246,1,2024-12-10 18:09:20.384997
247,375,482,2,2024-12-10 18:09:20.384997
248,882,307,3,2024-12-10 18:09:20.384997
249,898,496,3,2024-12-10 18:09:20.384997
250,575,26,5,2024-12-10 18:09:20.384997
251,823,305,2,2024-12-10 18:09:20.384997
252,533,73,4,2024-12-10 18:09:20.384997
253,376,397,2,2024-12-10 18:09:20.384997
254,526,131,1,2024-12-10 18:09:20.384997
255,809,441,5,2024-12-10 18:09:20.384997
256,225,16,2,2024-12-10 18:09:20.384997
257,724,51,5,2024-12-10 18:09:20.384997
258,401,408,1,2024-12-10 18:09:20.384997
259,129,156,2,2024-12-10 18:09:20.384997
260,727,69,2,2024-12-10 18:09:20.384997
261,727,260,1,2024-12-10 18:09:20.384997
262,10,331,2,2024-12-10 18:09:20.384997
263,409,138,1,2024-12-10 18:09:20.384997
264,869,65,5,2024-12-10 18:09:20.384997
265,795,485,3,2024-12-10 18:09:20.384997
266,402,343,5,2024-12-10 18:09:20.384997
267,595,111,1,2024-12-10 18:09:20.384997
268,658,16,4,2024-12-10 18:09:20.384997
269,268,427,1,2024-12-10 18:09:20.384997
270,753,321,2,2024-12-10 18:09:20.384997
271,37,189,4,2024-12-10 18:09:20.384997
272,453,450,2,2024-12-10 18:09:20.384997
273,706,229,2,2024-12-10 18:09:20.384997
274,203,199,1,2024-12-10 18:09:20.384997
275,640,374,2,2024-12-10 18:09:20.384997
276,127,418,2,2024-12-10 18:09:20.384997
277,170,465,1,2024-12-10 18:09:20.384997
278,978,261,1,2024-12-10 18:09:20.384997
279,21,252,1,2024-12-10 18:09:20.384997
280,557,112,2,2024-12-10 18:09:20.384997
281,837,318,1,2024-12-10 18:09:20.384997
282,581,496,3,2024-12-10 18:09:20.384997
283,10,374,1,2024-12-10 18:09:20.384997
284,468,268,1,2024-12-10 18:09:20.384997
285,903,62,1,2024-12-11 18:09:20.384997
286,904,139,1,2024-12-11 18:09:20.384997
287,548,40,1,2024-12-11 18:09:20.384997
288,84,107,2,2024-12-11 18:09:20.384997
289,88,336,2,2024-12-11 18:09:20.384997
290,101,353,3,2024-12-11 18:09:20.384997
291,140,321,5,2024-12-11 18:09:20.384997
292,82,303,4,2024-12-11 18:09:20.384997
293,15,324,1,2024-12-11 18:09:20.384997
294,312,384,1,2024-12-11 18:09:20.384997
295,71,478,1,2024-12-11 18:09:20.384997
296,103,325,4,2024-12-11 18:09:20.384997
297,228,118,2,2024-12-11 18:09:20.384997
298,576,73,1,2024-12-11 18:09:20.384997
299,708,393,1,2024-12-11 18:09:20.384997
300,538,117,5,2024-12-11 18:09:20.384997
301,35,297,5,2024-12-11 18:09:20.384997
302,18,308,2,2024-12-11 18:09:20.384997
303,218,37,2,2024-12-11 18:09:20.384997
304,542,287,2,2024-12-11 18:09:20.384997
305,797,477,1,2024-12-11 18:09:20.384997
306,226,183,2,2024-12-11 18:09:20.384997
307,573,171,1,2024-12-11 18:09:20.384997
308,846,51,1,2024-12-11 18:09:20.384997
309,364,96,1,2024-12-11 18:09:20.384997
310,554,111,5,2024-12-11 18:09:20.384997
311,389,65,2,2024-12-11 18:09:20.384997
312,731,246,2,2024-12-11 18:09:20.384997
313,124,14,5,2024-12-11 18:09:20.384997
314,708,365,2,2024-12-11 18:09:20.384997
315,569,429,1,2024-12-11 18:09:20.384997
316,971,329,1,2024-12-11 18:09:20.384997
317,376,374,1,2024-12-11 18:09:20.384997
318,935,100,1,2024-12-11 18:09:20.384997
319,804,86,1,2024-12-11 18:09:20.384997
320,999,391,2,2024-12-11 18:09:20.384997
321,422,323,2,2024-12-11 18:09:20.384997
322,845,189,5,2024-12-11 18:09:20.384997
323,655,485,4,2024-12-11 18:09:20.384997
324,280,279,1,2024-12-11 18:09:20.384997
325,203,124,1,2024-12-11 18:09:20.384997
326,317,362,4,2024-12-11 18:09:20.384997
327,977,136,1,2024-12-11 18:09:20.384997
328,13,396,1,2024-12-11 18:09:20.384997
329,528,395,3,2024-12-11 18:09:20.384997
330,877,210,3,2024-12-11 18:09:20.384997
331,715,290,2,2024-12-11 18:09:20.384997
332,958,96,3,2024-12-11 18:09:20.384997
333,587,390,1,2024-12-11 18:09:20.384997
334,957,175,1,2024-12-11 18:09:20.384997
335,994,111,2,2024-12-11 18:09:20.384997
336,742,3,2,2024-12-11 18:09:20.384997
337,143,186,1,2024-12-11 18:09:20.384997
338,661,26,2,2024-12-11 18:09:20.384997
339,809,117,1,2024-12-11 18:09:20.384997
340,794,432,1,2024-12-11 18:09:20.384997
341,377,401,1,2024-12-12 18:09:20.384997
342,106,279,2,2024-12-12 18:09:20.384997
343,119,102,2,2024-12-12 18:09:20.384997
344,379,297,1,2024-12-12 18:09:20.384997
345,668,424,1,2024-12-12 18:09:20.384997
346,948,224,1,2024-12-12 18:09:20.384997
347,412,111,1,2024-12-12 18:09:20.384997
348,310,428,4,2024-12-12 18:09:20.384997
349,542,297,1,2024-12-12 18:09:20.384997
350,914,182,2,2024-12-12 18:09:20.384997
351,40,162,1,2024-12-12 18:09:20.384997
352,929,413,1,2024-12-12 18:09:20.384997
353,473,121,1,2024-12-12 18:09:20.384997
354,86,6,4,2024-12-12 18:09:20.384997
355,960,302,2,2024-12-12 18:09:20.384997
356,453,414,1,2024-12-12 18:09:20.384997
357,196,209,1,2024-12-12 18:09:20.384997
358,889,211,1,2024-12-12 18:09:20.384997
359,515,344,1,2024-12-12 18:09:20.384997
360,231,133,1,2024-12-12 18:09:20.384997
361,169,131,1,2024-12-12 18:09:20.384997
362,147,336,1,2024-12-12 18:09:20.384997
363,124,174,1,2024-12-12 18:09:20.384997
364,401,479,2,2024-12-12 18:09:20.384997
365,879,284,1,2024-12-12 18:09:20.384997
366,709,309,1,2024-12-12 18:09:20.384997
367,455,407,3,2024-12-12 18:09:20.384997
368,412,60,1,2024-12-12 18:09:20.384997
369,219,462,2,2024-12-12 18:09:20.384997
370,353,44,3,2024-12-12 18:09:20.384997
371,561,418,2,2024-12-12 18:09:20.384997
372,976,172,4,2024-12-12 18:09:20.384997
373,691,238,1,2024-12-12 18:09:20.384997
374,761,387,2,2024-12-13 18:09:20.384997
375,32,424,1,2024-12-13 18:09:20.384997
376,84,85,5,2024-12-13 18:09:20.384997
377,566,296,3,2024-12-13 18:09:20.384997
378,698,459,2,2024-12-13 18:09:20.384997
379,175,31,1,2024-12-13 18:09:20.384997
380,369,41,1,2024-12-13 18:09:20.384997
381,356,133,1,2024-12-13 18:09:20.384997
382,239,388,2,2024-12-13 18:09:20.384997
383,847,150,1,2024-12-13 18:09:20.384997
384,904,316,1,2024-12-13 18:09:20.384997
385,443,119,2,2024-12-13 18:09:20.384997
386,517,365,2,2024-12-13 18:09:20.384997
387,367,36,1,2024-12-13 18:09:20.384997
388,727,298,1,2024-12-13 18:09:20.384997
389,283,1,2,2024-12-13 18:09:20.384997
390,821,63,3,2024-12-13 18:09:20.384997
391,455,433,2,2024-12-13 18:09:20.384997
392,285,85,4,2024-12-13 18:09:20.384997
393,643,43,3,2024-12-13 18:09:20.384997
394,178,329,2,2024-12-13 18:09:20.384997
395,293,483,1,2024-12-13 18:09:20.384997
396,22,58,4,2024-12-13 18:09:20.384997
397,685,30,1,2024-12-13 18:09:20.384997
398,921,278,3,2024-12-13 18:09:20.384997
399,546,264,1,2024-12-13 18:09:20.384997
400,973,40,1,2024-12-13 18:09:20.384997
401,333,187,2,2024-12-13 18:09:20.384997
402,654,245,2,2024-12-13 18:09:20.384997
403,377,500,1,2024-12-13 18:09:20.384997
404,505,43,2,2024-12-13 18:09:20.384997
405,466,48,1,2024-12-13 18:09:20.384997
406,461,487,1,2024-12-13 18:09:20.384997
407,632,281,5,2024-12-13 18:09:20.384997
408,613,222,2,2024-12-13 18:09:20.384997
409,840,121,3,2024-12-13 18:09:20.384997
410,49,8,1,2024-12-13 18:09:20.384997
411,251,483,1,2024-12-13 18:09:20.384997
412,827,135,2,2024-12-13 18:09:20.384997
413,93,217,1,2024-12-13 18:09:20.384997
414,295,13,2,2024-12-13 18:09:20.384997
415,308,484,1,2024-12-13 18:09:20.384997
416,946,381,2,2024-12-13 18:09:20.384997
417,147,364,1,2024-12-13 18:09:20.384997
418,761,205,1,2024-12-13 18:09:20.384997
419,503,439,1,2024-12-13 18:09:20.384997
420,328,7,2,2024-12-13 18:09:20.384997
421,43,131,1,2024-12-13 18:09:20.384997
422,261,105,1,2024-12-13 18:09:20.384997
423,902,69,2,2024-12-13 18:09:20.384997
424,843,13,1,2024-12-13 18:09:20.384997
425,265,168,2,2024-12-13 18:09:20.384997
426,901,332,1,2024-12-13 18:09:20.384997
427,566,252,5,2024-12-13 18:09:20.384997
428,336,137,1,2024-12-13 18:09:20.384997
429,535,462,1,2024-12-13 18:09:20.384997
430,385,205,2,2024-12-13 18:09:20.384997
431,636,35,1,2024-12-13 18:09:20.384997
432,423,21,5,2024-12-13 18:09:20.384997
433,149,479,2,2024-12-13 18:09:20.384997
434,147,400,2,2024-12-13 18:09:20.384997
435,267,291,1,2024-12-14 18:09:20.384997
436,454,348,1,2024-12-14 18:09:20.384997
437,533,221,2,2024-12-14 18:09:20.384997
438,952,449,4,2024-12-14 18:09:20.384997
439,876,191,1,2024-12-14 18:09:20.384997
440,750,268,1,2024-12-14 18:09:20.384997
441,113,447,2,2024-12-14 18:09:20.384997
442,197,442,3,2024-12-14 18:09:20.384997
443,794,441,2,2024-12-14 18:09:20.384997
444,844,265,1,2024-12-14 18:09:20.384997
445,475,483,1,2024-12-14 18:09:20.384997
446,711,32,2,2024-12-14 18:09:20.384997
447,565,278,1,2024-12-14 18:09:20.384997
448,842,354,1,2024-12-14 18:09:20.384997
449,143,182,1,2024-12-14 18:09:20.384997
450,335,440,2,2024-12-14 18:09:20.384997
451,52,214,1,2024-12-14 18:09:20.384997
452,764,484,3,2024-12-14 18:09:20.384997
453,115,454,1,2024-12-14 18:09:20.384997
454,276,9,3,2024-12-14 18:09:20.384997
455,76,183,1,2024-12-14 18:09:20.384997
456,332,464,1,2024-12-14 18:09:20.384997
457,597,447,1,2024-12-14 18:09:20.384997
458,899,68,3,2024-12-14 18:09:20.384997
459,449,154,1,2024-12-14 18:09:20.384997
460,485,235,2,2024-12-14 18:09:20.384997
461,11,414,1,2024-12-14 18:09:20.384997
462,87,159,3,2024-12-14 18:09:20.384997
463,498,286,1,2024-12-14 18:09:20.384997
464,904,464,2,2024-12-14 18:09:20.384997
465,422,259,1,2024-12-14 18:09:20.384997
466,393,396,1,2024-12-14 18:09:20.384997
467,665,30,1,2024-12-14 18:09:20.384997
468,184,318,1,2024-12-14 18:09:20.384997
469,739,53,2,2024-12-14 18:09:20.384997
470,384,490,5,2024-12-14 18:09:20.384997
471,956,84,1,2024-12-14 18:09:20.384997
472,489,95,2,2024-12-14 18:09:20.384997
473,349,61,2,2024-12-14 18:09:20.384997
474,48,361,1,2024-12-14 18:09:20.384997
475,622,153,1,2024-12-14 18:09:20.384997
476,444,124,2,2024-12-14 18:09:20.384997
477,410,314,1,2024-12-14 18:09:20.384997
478,116,336,1,2024-12-14 18:09:20.384997
479,331,334,4,2024-12-14 18:09:20.384997
480,883,317,1,2024-12-14 18:09:20.384997
481,940,421,2,2024-12-14 18:09:20.384997
482,865,247,1,2024-12-14 18:09:20.384997
483,84,67,1,2024-12-14 18:09:20.384997
484,127,444,1,2024-12-14 18:09:20.384997
485,622,370,2,2024-12-14 18:09:20.384997
486,780,331,2,2024-12-14 18:09:20.384997
487,979,457,1,2024-12-14 18:09:20.384997
488,114,263,2,2024-12-14 18:09:20.384997
489,786,67,3,2024-12-14 18:09:20.384997
490,50,320,1,2024-12-14 18:09:20.384997
491,777,63,1,2024-12-14 18:09:20.384997
492,798,102,2,2024-12-14 18:09:20.384997
493,585,225,3,2024-12-15 18:09:20.384997
494,236,452,1,2024-12-15 18:09:20.384997
495,253,32,1,2024-12-15 18:09:20.384997
496,43,213,5,2024-12-15 18:09:20.384997
497,19,450,1,2024-12-15 18:09:20.384997
498,748,117,2,2024-12-15 18:09:20.384997
499,548,386,2,2024-12-15 18:09:20.384997
500,224,66,2,2024-12-15 18:09:20.384997
501,7,8,1,2024-12-15 18:09:20.384997
502,209,335,1,2024-12-15 18:09:20.384997
503,801,52,2,2024-12-15 18:09:20.384997
504,794,470,1,2024-12-15 18:09:20.384997
505,592,397,1,2024-12-15 18:09:20.384997
506,621,283,1,2024-12-15 18:09:20.384997
507,490,259,2,2024-12-15 18:09:20.384997
508,894,54,1,2024-12-15 18:09:20.384997
509,838,288,2,2024-12-15 18:09:20.384997
510,731,291,1,2024-12-15 18:09:20.384997
511,814,167,1,2024-12-15 18:09:20.384997
512,838,214,1,2024-12-15 18:09:20.384997
513,850,168,1,2024-12-15 18:09:20.384997
514,306,322,5,2024-12-15 18:09:20.384997
515,5,433,2,2024-12-15 18:09:20.384997
516,343,301,4,2024-12-15 18:09:20.384997
517,285,26,2,2024-12-15 18:09:20.384997
518,88,390,2,2024-12-15 18:09:20.384997
519,269,189,1,2024-12-15 18:09:20.384997
520,78,458,1,2024-12-15 18:09:20.384997
521,941,178,2,2024-12-15 18:09:20.384997
522,898,79,3,2024-12-15 18:09:20.384997
523,792,116,4,2024-12-15 18:09:20.384997
524,766,177,1,2024-12-15 18:09:20.384997
525,483,246,5,2024-12-15 18:09:20.384997
526,341,4,1,2024-12-15 18:09:20.384997
527,617,235,1,2024-12-15 18:09:20.384997
528,314,130,2,2024-12-15 18:09:20.384997
529,749,279,4,2024-12-15 18:09:20.384997
530,740,344,5,2024-12-15 18:09:20.384997
531,817,225,4,2024-12-15 18:09:20.384997
532,874,172,1,2024-12-15 18:09:20.384997
533,859,23,5,2024-12-15 18:09:20.384997
534,409,107,1,2024-12-15 18:09:20.384997
535,721,263,1,2024-12-15 18:09:20.384997
536,846,410,5,2024-12-15 18:09:20.384997
537,169,198,2,2024-12-15 18:09:20.384997
538,720,321,2,2024-12-15 18:09:20.384997
539,279,398,2,2024-12-15 18:09:20.384997
540,611,150,1,2024-12-15 18:09:20.384997
541,104,191,1,2024-12-15 18:09:20.384997
542,79,481,1,2024-12-15 18:09:20.384997
543,156,63,5,2024-12-15 18:09:20.384997
544,376,306,1,2024-12-15 18:09:20.384997
545,983,361,4,2024-12-15 18:09:20.384997
546,349,347,2,2024-12-15 18:09:20.384997
547,889,247,2,2024-12-15 18:09:20.384997
548,462,411,1,2024-12-15 18:09:20.384997
549,737,13,1,2024-12-16 18:09:20.384997
550,394,41,2,2024-12-16 18:09:20.384997
551,952,434,1,2024-12-16 18:09:20.384997
552,417,53,1,2024-12-16 18:09:20.384997
553,197,267,2,2024-12-16 18:09:20.384997
554,298,432,2,2024-12-16 18:09:20.384997
555,428,338,1,2024-12-16 18:09:20.384997
556,2,15,5,2024-12-16 18:09:20.384997
557,88,490,3,2024-12-16 18:09:20.384997
558,370,174,2,2024-12-16 18:09:20.384997
559,785,124,1,2024-12-16 18:09:20.384997
560,301,104,2,2024-12-16 18:09:20.384997
561,636,396,2,2024-12-16 18:09:20.384997
562,712,202,2,2024-12-16 18:09:20.384997
563,922,165,5,2024-12-16 18:09:20.384997
564,125,210,2,2024-12-16 18:09:20.384997
565,199,92,2,2024-12-16 18:09:20.384997
566,544,211,3,2024-12-16 18:09:20.384997
567,987,380,2,2024-12-16 18:09:20.384997
568,481,333,2,2024-12-16 18:09:20.384997
569,242,380,4,2024-12-16 18:09:20.384997
570,70,54,1,2024-12-16 18:09:20.384997
571,193,57,2,2024-12-16 18:09:20.384997
572,97,314,3,2024-12-16 18:09:20.384997
573,7,460,1,2024-12-16 18:09:20.384997
574,436,429,1,2024-12-16 18:09:20.384997
575,464,321,3,2024-12-16 18:09:20.384997
576,222,397,1,2024-12-16 18:09:20.384997
577,743,194,1,2024-12-16 18:09:20.384997
578,11,449,2,2024-12-16 18:09:20.384997
579,93,363,1,2024-12-16 18:09:20.384997
580,849,367,2,2024-12-16 18:09:20.384997
581,661,54,1,2024-12-16 18:09:20.384997
