owner_id,product_category,production_volume,month
14,Category D,1901,2024-03
14,Category A,3364,2024-03
14,Category D,4675,2024-02
14,Category A,6106,2024-02
14,Category D,2062,2024-01
14,Category A,6530,2024-01
15,Category D,3459,2025-12
15,Category D,4189,2025-11
15,Category D,3480,2025-10
15,Category D,6685,2025-09
15,Category D,2878,2025-08
15,Category D,1199,2025-07
15,Category D,5952,2025-06
15,Category D,1159,2025-05
15,Category D,1619,2025-04
15,Category D,3166,2025-03
15,Category D,2377,2025-02
15,Category D,6703,2025-01
15,Category D,3681,2024-12
15,Category D,11050,2024-11
15,Category D,6848,2024-10
15,Category D,6847,2024-09
15,Category D,2195,2024-08
15,Category D,2104,2024-07
15,Category D,5031,2024-06
15,Category D,2892,2024-05
15,Category D,2452,2024-04
15,Category D,3681,2024-03
15,Category D,3724,2024-02
15,Category D,4672,2024-01
16,Category A,1985,2025-12
16,Category C,1346,2025-12
16,Category B,5473,2025-12
16,Category A,6988,2025-11
16,Category C,7316,2025-11
16,Category B,11329,2025-11
16,Category A,8528,2025-10
16,Category C,2534,2025-10
16,Category B,11379,2025-10
16,Category A,2273,2025-09
16,Category C,6604,2025-09
16,Category B,8823,2025-09
16,Category A,12196,2025-08
16,Category C,6137,2025-08
16,Category B,4435,2025-08
16,Category A,1514,2025-07
16,Category C,5708,2025-07
16,Category B,8597,2025-07
16,Category A,1466,2025-06
16,Category C,2066,2025-06
16,Category B,1961,2025-06
16,Category A,2622,2025-05
16,Category C,4178,2025-05
16,Category B,1994,2025-05
16,Category A,1105,2025-04
16,Category C,4464,2025-04
16,Category B,6971,2025-04
16,Category A,2928,2025-03
16,Category C,3106,2025-03
16,Category B,5089,2025-03
16,Category A,3786,2025-02
16,Category C,1500,2025-02
16,Category B,3830,2025-02
16,Category A,6254,2025-01
16,Category C,5376,2025-01
16,Category B,4516,2025-01
16,Category A,9032,2024-12
16,Category C,4435,2024-12
16,Category B,2872,2024-12
16,Category A,7075,2024-11
16,Category C,11065,2024-11
16,Category B,2310,2024-11
16,Category A,9234,2024-10
16,Category C,8265,2024-10
16,Category B,4319,2024-10
16,Category A,4720,2024-09
16,Category C,9551,2024-09
16,Category B,6208,2024-09
16,Category A,12231,2024-08
16,Category C,7422,2024-08
16,Category B,12595,2024-08
16,Category A,3883,2024-07
16,Category C,1777,2024-07
16,Category B,5186,2024-07
16,Category A,8313,2024-06
16,Category C,4016,2024-06
16,Category B,7223,2024-06
16,Category A,1605,2024-05
16,Category C,2766,2024-05
16,Category B,1688,2024-05
16,Category A,1824,2024-04
16,Category C,2103,2024-04
16,Category B,1166,2024-04
16,Category A,4148,2024-03
16,Category C,1848,2024-03
16,Category B,5327,2024-03
16,Category A,4862,2024-02
16,Category C,1007,2024-02
16,Category B,3323,2024-02
16,Category A,7086,2024-01
16,Category C,1413,2024-01
16,Category B,4558,2024-01
17,Category B,2747,2025-12
17,Category C,2871,2025-12
17,Category D,2906,2025-12
17,Category B,1409,2025-11
17,Category C,8829,2025-11
17,Category D,1689,2025-11
17,Category B,12380,2025-10
17,Category C,8401,2025-10
17,Category D,1854,2025-10
17,Category B,2247,2025-09
17,Category C,6360,2025-09
17,Category D,3546,2025-09
17,Category B,10058,2025-08
17,Category C,8120,2025-08
17,Category D,3469,2025-08
17,Category B,7803,2025-07
17,Category C,2909,2025-07
17,Category D,6413,2025-07
17,Category B,4071,2025-06
17,Category C,6951,2025-06
17,Category D,1191,2025-06
17,Category B,3832,2025-05
17,Category C,3066,2025-05
17,Category D,1525,2025-05
17,Category B,745,2025-04
17,Category C,3524,2025-04
17,Category D,7128,2025-04
17,Category B,5547,2025-03
17,Category C,4771,2025-03
17,Category D,1743,2025-03
17,Category B,3983,2025-02
17,Category C,3569,2025-02
17,Category D,4520,2025-02
17,Category B,6499,2025-01
17,Category C,7147,2025-01
17,Category D,1070,2025-01
17,Category B,8892,2024-12
17,Category C,8829,2024-12
17,Category D,5477,2024-12
17,Category B,7638,2024-11
17,Category C,7979,2024-11
17,Category D,1432,2024-11
17,Category B,12194,2024-10
17,Category C,4380,2024-10
17,Category D,3330,2024-10
17,Category B,10349,2024-09
17,Category C,12846,2024-09
17,Category D,9050,2024-09
17,Category B,9560,2024-08
17,Category C,7469,2024-08
17,Category D,2455,2024-08
17,Category B,6174,2024-07
17,Category C,3329,2024-07
17,Category D,7345,2024-07
17,Category B,5702,2024-06
17,Category C,5350,2024-06
17,Category D,8136,2024-06
17,Category B,3371,2024-05
17,Category C,7447,2024-05
17,Category D,1556,2024-05
17,Category B,1633,2024-04
17,Category C,6251,2024-04
17,Category D,3465,2024-04
17,Category B,772,2024-03
17,Category C,5269,2024-03
17,Category D,1755,2024-03
17,Category B,3054,2024-02
17,Category C,4759,2024-02
17,Category D,4455,2024-02
17,Category B,5362,2024-01
17,Category C,6856,2024-01
17,Category D,1859,2024-01
18,Category A,1660,2025-12
18,Category A,9662,2025-11
18,Category A,4804,2025-10
18,Category A,9509,2025-09
18,Category A,2207,2025-08
18,Category A,7861,2025-07
18,Category A,3092,2025-06
18,Category A,2577,2025-05
18,Category A,5169,2025-04
18,Category A,2213,2025-03
18,Category A,2814,2025-02
18,Category A,1088,2025-01
18,Category A,6250,2024-12
18,Category A,8466,2024-11
18,Category A,8321,2024-10
18,Category A,9506,2024-09
18,Category A,11011,2024-08
18,Category A,4272,2024-07
18,Category A,3812,2024-06
18,Category A,7238,2024-05
18,Category A,3450,2024-04
18,Category A,4169,2024-03
18,Category A,1036,2024-02
18,Category A,2641,2024-01
19,Category C,4638,2025-12
19,Category B,9598,2025-12
19,Category A,6655,2025-12
19,Category C,10282,2025-11
19,Category B,9109,2025-11
19,Category A,7860,2025-11
19,Category C,12526,2025-10
19,Category B,2575,2025-10
19,Category A,5366,2025-10
19,Category C,4338,2025-09
19,Category B,2055,2025-09
19,Category A,6672,2025-09
19,Category C,11512,2025-08
19,Category B,2585,2025-08
19,Category A,11795,2025-08
19,Category C,8783,2025-07
19,Category B,8367,2025-07
19,Category A,6454,2025-07
19,Category C,8644,2025-06
19,Category B,4261,2025-06
19,Category A,1824,2025-06
19,Category C,4778,2025-05
19,Category B,7614,2025-05
19,Category A,2468,2025-05
19,Category C,3641,2025-04
19,Category B,5836,2025-04
19,Category A,4558,2025-04
19,Category C,4102,2025-03
19,Category B,1017,2025-03
19,Category A,2907,2025-03
19,Category C,1795,2025-02
19,Category B,4693,2025-02
19,Category A,2233,2025-02
19,Category C,1103,2025-01
19,Category B,7118,2025-01
19,Category A,3519,2025-01
19,Category C,2517,2024-12
19,Category B,8002,2024-12
19,Category A,1548,2024-12
19,Category C,7086,2024-11
19,Category B,5194,2024-11
19,Category A,7986,2024-11
19,Category C,5339,2024-10
19,Category B,7687,2024-10
19,Category A,1404,2024-10
19,Category C,5128,2024-09
19,Category B,11728,2024-09
19,Category A,10147,2024-09
19,Category C,9680,2024-08
19,Category B,11819,2024-08
19,Category A,7402,2024-08
19,Category C,5837,2024-07
19,Category B,9907,2024-07
19,Category A,3719,2024-07
19,Category C,7732,2024-06
19,Category B,7388,2024-06
19,Category A,9277,2024-06
19,Category C,6155,2024-05
19,Category B,2400,2024-05
19,Category A,1167,2024-05
19,Category C,5652,2024-04
19,Category B,5908,2024-04
19,Category A,3023,2024-04
19,Category C,2268,2024-03
19,Category B,6087,2024-03
19,Category A,819,2024-03
19,Category C,2184,2024-02
19,Category B,3594,2024-02
19,Category A,3069,2024-02
19,Category C,1379,2024-01
19,Category B,1195,2024-01
19,Category A,5634,2024-01
20,Category D,3123,2025-12
20,Category B,5500,2025-12
20,Category D,11348,2025-11
20,Category B,6299,2025-11
20,Category D,7624,2025-10
20,Category B,12458,2025-10
20,Category D,11139,2025-09
20,Category B,2570,2025-09
20,Category D,10161,2025-08
20,Category B,8675,2025-08
20,Category D,2676,2025-07
20,Category B,8421,2025-07
20,Category D,1730,2025-06
20,Category B,6180,2025-06
20,Category D,2954,2025-05
20,Category B,8051,2025-05
20,Category D,6791,2025-04
20,Category B,5130,2025-04
20,Category D,6530,2025-03
20,Category B,1946,2025-03
20,Category D,4897,2025-02
20,Category B,3153,2025-02
20,Category D,4269,2025-01
20,Category B,6399,2025-01
20,Category D,7152,2024-12
20,Category B,5288,2024-12
20,Category D,7640,2024-11
20,Category B,7098,2024-11
20,Category D,6998,2024-10
20,Category B,11027,2024-10
20,Category D,10936,2024-09
20,Category B,11298,2024-09
20,Category D,8763,2024-08
20,Category B,7430,2024-08
20,Category D,11298,2024-07
20,Category B,7362,2024-07
20,Category D,4014,2024-06
20,Category B,4786,2024-06
20,Category D,2376,2024-05
20,Category B,6599,2024-05
20,Category D,4886,2024-04
20,Category B,5124,2024-04
20,Category D,5660,2024-03
20,Category B,3598,2024-03
20,Category D,2269,2024-02
20,Category B,6081,2024-02
20,Category D,3547,2024-01
20,Category B,2099,2024-01
21,Category D,7446,2025-12
21,Category A,3663,2025-12
21,Category D,5775,2025-11
21,Category A,5264,2025-11
21,Category D,1373,2025-10
21,Category A,9446,2025-10
21,Category D,2962,2025-09
21,Category A,7273,2025-09
21,Category D,8125,2025-08
21,Category A,1303,2025-08
21,Category D,8344,2025-07
21,Category A,6316,2025-07
21,Category D,6631,2025-06
21,Category A,3081,2025-06
21,Category D,4386,2025-05
21,Category A,6808,2025-05
21,Category D,2617,2025-04
21,Category A,3426,2025-04
21,Category D,5063,2025-03
21,Category A,1780,2025-03
21,Category D,6205,2025-02
21,Category A,7139,2025-02
21,Category D,4694,2025-01
21,Category A,7463,2025-01
21,Category D,3172,2024-12
21,Category A,2975,2024-12
21,Category D,5503,2024-11
21,Category A,6467,2024-11
21,Category D,11823,2024-10
21,Category A,2082,2024-10
21,Category D,1615,2024-09
21,Category A,1835,2024-09
21,Category D,3634,2024-08
21,Category A,5473,2024-08
21,Category D,1396,2024-07
21,Category A,4210,2024-07
21,Category D,5523,2024-06
21,Category A,9796,2024-06
21,Category D,3637,2024-05
21,Category A,6080,2024-05
21,Category D,5626,2024-04
21,Category A,2983,2024-04
21,Category D,3756,2024-03
21,Category A,3626,2024-03
21,Category D,6404,2024-02
21,Category A,1373,2024-02
21,Category D,7620,2024-01
21,Category A,5275,2024-01
22,Category A,4127,2025-12
22,Category C,2818,2025-12
22,Category A,3826,2025-11
22,Category C,1689,2025-11
22,Category A,7301,2025-10
22,Category C,7817,2025-10
22,Category A,9096,2025-09
22,Category C,2672,2025-09
22,Category A,7693,2025-08
22,Category C,1770,2025-08
22,Category A,1734,2025-07
22,Category C,5897,2025-07
22,Category A,4562,2025-06
22,Category C,5219,2025-06
